,Date,Open,High,Low,Close,Volume
0,2022-01-01 00:00:00,1837.74,1837.8,1832.55,1837.8,0.04217738
1,2022-01-01 00:30:00,1837.8,1837.8,1837.8,1837.8,0.3745
2,2022-01-01 01:00:00,1832.94,1840.0,1832.94,1840.0,2.51404825
3,2022-01-01 01:30:00,1840.0,1840.0,1834.75,1834.87,0.0361
4,2022-01-01 02:00:00,1840.0,1840.0,1834.85,1835.11,0.00453804
5,2022-01-01 02:30:00,1834.81,1834.81,1834.81,1834.81,0.0035
6,2022-01-01 03:00:00,1840.0,1840.0,1835.35,1835.35,0.00083804
7,2022-01-01 03:30:00,1839.99,1840.0,1835.11,1835.11,0.0036
8,2022-01-01 04:00:00,1835.29,1839.97,1835.01,1835.32,0.01433805
9,2022-01-01 04:30:00,1835.51,1835.51,1832.19,1832.19,1.264
10,2022-01-01 05:00:00,1831.36,1840.0,1831.36,1840.0,0.93203804
11,2022-01-01 05:30:00,1840.0,1840.0,1832.82,1839.99,3.5446
12,2022-01-01 06:00:00,1834.5,1839.99,1831.27,1831.27,0.90823853
13,2022-01-01 06:30:00,1831.27,1838.2,1831.27,1831.44,0.1775
14,2022-01-01 07:00:00,1831.31,1839.99,1831.31,1839.95,0.24259344
15,2022-01-01 07:30:00,1839.95,1839.95,1834.51,1834.52,0.0052
16,2022-01-01 08:00:00,1834.54,1840.0,1834.51,1840.0,0.39353804
17,2022-01-01 08:30:00,1840.0,1840.0,1839.96,1840.0,4.61534532
18,2022-01-01 09:00:00,1834.51,1840.0,1830.73,1830.73,3.36963871
19,2022-01-01 09:30:00,1834.16,1839.0,1830.64,1838.84,2.09262181
20,2022-01-01 10:00:00,1832.39,1839.0,1832.19,1832.37,0.27813835
21,2022-01-01 10:30:00,1834.01,1842.5,1832.19,1833.18,0.63671388
22,2022-01-01 11:00:00,1838.98,1842.71,1835.03,1841.38,0.75569404
23,2022-01-01 11:30:00,1841.37,1841.37,1835.04,1835.04,0.0039
24,2022-01-01 12:00:00,1835.04,1841.4,1835.04,1841.38,0.19823763
25,2022-01-01 12:30:00,1841.42,1844.82,1836.92,1836.92,0.62619805
26,2022-01-01 13:00:00,1843.28,1845.12,1836.94,1839.0,0.23701081
27,2022-01-01 13:30:00,1837.75,1843.45,1836.92,1836.92,0.0823
28,2022-01-01 14:00:00,1843.23,1843.5,1843.23,1843.47,0.09963702
29,2022-01-01 14:30:00,1837.75,1843.5,1837.75,1837.75,0.03734742
30,2022-01-01 15:00:00,1837.75,1860.0,1836.99,1836.99,18.55439789
31,2022-01-01 15:30:00,1836.92,1843.28,1836.12,1836.12,0.2769
32,2022-01-01 16:00:00,1836.12,1836.12,1820.0,1834.5,11.71703967
33,2022-01-01 16:30:00,1834.5,1834.58,1829.54,1834.58,0.37405795
34,2022-01-01 17:00:00,1834.58,1835.41,1828.66,1834.49,1.5680853
35,2022-01-01 17:30:00,1834.49,1835.42,1829.98,1832.67,1.17680128
36,2022-01-01 18:00:00,1835.42,1839.0,1835.41,1839.0,2.8136
37,2022-01-01 18:30:00,1837.01,1842.71,1835.8,1842.64,2.01047609
38,2022-01-01 19:00:00,1842.71,1843.68,1835.0,1835.0,0.68123705
39,2022-01-01 19:30:00,1841.34,1843.45,1838.21,1843.45,0.27728522
40,2022-01-01 20:00:00,1843.42,1843.42,1835.9,1843.28,0.02113709
41,2022-01-01 20:30:00,1835.95,1843.5,1835.95,1837.75,0.0604
42,2022-01-01 21:00:00,1837.77,1841.42,1835.1,1841.42,0.10613762
43,2022-01-01 21:30:00,1839.73,1839.73,1834.66,1834.66,0.3229
44,2022-01-01 22:00:00,1834.59,1846.11,1834.59,1838.12,0.83582337
45,2022-01-01 22:30:00,1838.12,1846.15,1837.75,1842.79,0.2223
46,2022-01-01 23:00:00,1842.61,1846.15,1838.42,1839.6,0.28993729
47,2022-01-01 23:30:00,1839.0,1843.5,1838.42,1843.5,0.1231
48,2022-01-02 00:00:00,1843.5,1843.5,1838.0,1838.0,0.05163707
49,2022-01-02 00:30:00,1843.5,1845.13,1838.0,1843.49,0.0843
50,2022-01-02 01:00:00,1843.39,1843.39,1837.75,1842.81,0.00843721
51,2022-01-02 01:30:00,1842.81,1843.04,1837.0,1843.04,0.0835
52,2022-01-02 02:00:00,1837.0,1843.5,1837.0,1837.75,0.11243895
53,2022-01-02 02:30:00,1842.06,1842.12,1836.79,1836.79,0.1638
54,2022-01-02 03:00:00,1843.17,1843.17,1843.16,1843.16,0.00063711
55,2022-01-02 03:30:00,1836.81,1836.81,1836.81,1836.81,0.0052
56,2022-01-02 04:00:00,1843.16,1843.16,1841.7,1841.99,0.08923021
57,2022-01-02 04:30:00,1836.8,1841.29,1834.15,1834.15,0.6545
58,2022-01-02 05:00:00,1834.14,1839.0,1834.14,1839.0,0.01223833
59,2022-01-02 05:30:00,1839.0,1839.0,1834.14,1834.14,0.13961886
60,2022-01-02 06:00:00,1839.0,1839.0,1834.17,1839.0,0.01753833
61,2022-01-02 06:30:00,1839.0,1841.17,1834.51,1834.51,0.0427
62,2022-01-02 07:00:00,1838.65,1838.65,1831.26,1837.7,0.55813871
63,2022-01-02 07:30:00,1837.24,1839.0,1831.51,1838.99,0.73644546
64,2022-01-02 08:00:00,1833.76,1838.99,1832.28,1832.28,1.97113833
65,2022-01-02 08:30:00,1832.21,1834.5,1828.86,1830.68,2.3029
66,2022-01-02 09:00:00,1830.69,1836.79,1830.63,1831.03,2.58853898
67,2022-01-02 09:30:00,1836.77,1836.77,1830.65,1836.68,1.5152
68,2022-01-02 10:00:00,1830.7,1836.69,1830.67,1830.67,0.30323901
69,2022-01-02 10:30:00,1830.67,1836.72,1830.67,1836.72,0.18633492
70,2022-01-02 11:00:00,1836.72,1836.77,1830.67,1836.76,0.44551674
71,2022-01-02 11:30:00,1831.05,1831.42,1830.68,1830.68,0.6551
72,2022-01-02 12:00:00,1830.68,1836.69,1830.68,1836.66,0.02983901
73,2022-01-02 12:30:00,1830.69,1836.52,1830.69,1831.98,0.1101
74,2022-01-02 13:00:00,1836.62,1836.76,1830.68,1830.68,0.806139
75,2022-01-02 13:30:00,1836.74,1836.74,1830.67,1830.67,0.03588254
76,2022-01-02 14:00:00,1836.49,1836.49,1836.49,1836.49,0.00053907
77,2022-01-02 14:30:00,1830.69,1836.78,1830.69,1830.92,0.4013
78,2022-01-02 15:00:00,1836.78,1836.78,1831.57,1831.57,0.8668395
79,2022-01-02 15:30:00,1830.83,1835.0,1830.83,1835.0,0.04168447
80,2022-01-02 16:00:00,1832.43,1836.77,1832.43,1832.8,0.29659948
81,2022-01-02 16:30:00,1832.85,1838.47,1832.19,1832.19,0.476
82,2022-01-02 17:00:00,1838.45,1838.48,1833.81,1838.43,0.11028408
83,2022-01-02 17:30:00,1834.39,1838.45,1833.81,1837.85,0.302
84,2022-01-02 18:00:00,1837.83,1837.85,1830.66,1830.66,1.12667785
85,2022-01-02 18:30:00,1830.34,1837.7,1830.34,1830.39,0.02323169
86,2022-01-02 19:00:00,1837.42,1838.48,1830.01,1835.78,0.47653928
87,2022-01-02 19:30:00,1830.02,1835.78,1830.02,1835.78,0.0219
88,2022-01-02 20:00:00,1835.83,1837.7,1835.83,1837.7,0.00333876
89,2022-01-02 20:30:00,1831.72,1838.41,1831.72,1832.46,0.11685729
90,2022-01-02 21:00:00,1832.23,1837.72,1832.21,1837.7,0.05313871
91,2022-01-02 21:30:00,1832.21,1832.21,1832.21,1832.21,0.0001
92,2022-01-02 22:00:00,1838.36,1838.42,1838.24,1838.24,0.01608246
93,2022-01-02 22:30:00,1832.26,1838.41,1832.26,1834.77,0.2372
94,2022-01-02 23:00:00,1833.1,1838.42,1832.63,1838.42,0.0417385
95,2022-01-02 23:30:00,1832.31,1838.42,1832.31,1832.34,0.0066
96,2022-01-03 00:00:00,1838.34,1838.34,1837.84,1837.84,0.08254695
97,2022-01-03 00:30:00,1837.17,1837.17,1832.19,1832.2,1.8582
98,2022-01-03 01:00:00,1832.19,1838.41,1832.19,1832.63,0.0069385
99,2022-01-03 01:30:00,1832.63,1832.63,1832.19,1832.19,0.0019
100,2022-01-03 02:00:00,1836.96,1845.66,1834.14,1839.0,6.47560956
101,2022-01-03 02:30:00,1837.0,1840.29,1835.0,1840.29,2.60860934
102,2022-01-03 03:00:00,1835.01,1838.26,1834.14,1834.14,0.19393855
103,2022-01-03 03:30:00,1834.14,1834.14,1832.92,1832.92,0.1076
104,2022-01-03 04:00:00,1832.92,1836.26,1832.92,1832.92,0.00263919
105,2022-01-03 04:30:00,1832.92,1836.19,1832.92,1836.19,0.0107
106,2022-01-03 05:00:00,1832.92,1832.92,1814.59,1828.59,11.34044144
107,2022-01-03 05:30:00,1828.59,1830.46,1825.56,1826.22,0.3263
108,2022-01-03 06:00:00,1830.46,1831.09,1825.5,1830.0,0.08976775
109,2022-01-03 06:30:00,1826.13,1830.0,1825.58,1830.0,0.113
110,2022-01-03 07:00:00,1824.83,1831.11,1824.83,1831.11,0.7088729
111,2022-01-03 07:30:00,1830.93,1831.25,1830.01,1831.25,0.3141
112,2022-01-03 08:00:00,1830.01,1834.13,1830.01,1834.13,0.35756333
113,2022-01-03 08:30:00,1830.01,1834.14,1830.0,1834.14,6.28071009
114,2022-01-03 09:00:00,1833.34,1835.42,1830.0,1835.35,2.06597201
115,2022-01-03 09:30:00,1835.25,1836.79,1830.0,1835.35,1.44868877
116,2022-01-03 10:00:00,1830.42,1837.04,1830.42,1837.01,0.31496081
117,2022-01-03 10:30:00,1830.36,1837.34,1830.34,1830.58,0.14413949
118,2022-01-03 11:00:00,1837.32,1837.44,1830.55,1830.74,0.02943879
119,2022-01-03 11:30:00,1836.31,1836.35,1830.09,1830.09,0.013
120,2022-01-03 12:00:00,1830.01,1835.84,1830.01,1831.01,0.2050397
121,2022-01-03 12:30:00,1831.0,1836.35,1830.34,1836.0,3.45441261
122,2022-01-03 13:00:00,1830.34,1833.34,1820.36,1825.49,2.99764148
123,2022-01-03 13:30:00,1823.3,1835.42,1815.84,1816.64,5.54361749
124,2022-01-03 14:00:00,1816.5,1821.0,1815.94,1815.94,0.15458391
125,2022-01-03 14:30:00,1815.94,1815.94,1805.0,1813.94,14.75891718
126,2022-01-03 15:00:00,1808.57,1814.01,1808.57,1814.01,0.23046148
127,2022-01-03 15:30:00,1814.01,1819.21,1809.34,1809.34,1.42712783
128,2022-01-03 16:00:00,1814.86,1814.86,1806.42,1806.42,1.34091203
129,2022-01-03 16:30:00,1806.42,1811.07,1806.04,1811.03,0.1139
130,2022-01-03 17:00:00,1806.05,1811.99,1806.05,1811.99,0.02916117
131,2022-01-03 17:30:00,1811.95,1811.95,1807.72,1810.81,0.0144
132,2022-01-03 18:00:00,1806.48,1811.98,1806.04,1811.73,0.1154006
133,2022-01-03 18:30:00,1806.48,1812.28,1805.0,1807.5,2.0668
134,2022-01-03 19:00:00,1807.47,1812.28,1804.66,1812.28,1.00929629
135,2022-01-03 19:30:00,1809.12,1809.12,1806.48,1806.48,0.1341
136,2022-01-03 20:00:00,1805.55,1810.97,1803.83,1803.83,1.87113068
137,2022-01-03 20:30:00,1803.83,1810.05,1803.83,1810.0,0.38307486
138,2022-01-03 21:00:00,1806.1,1811.52,1806.1,1811.52,0.11321623
139,2022-01-03 21:30:00,1810.98,1812.0,1810.97,1812.0,0.31654928
140,2022-01-03 22:00:00,1806.48,1816.5,1806.48,1811.28,1.07160967
141,2022-01-03 22:30:00,1812.28,1815.54,1808.3,1809.54,0.63987139
142,2022-01-03 23:00:00,1815.57,1815.57,1810.02,1815.57,0.00124528
143,2022-01-03 23:30:00,1809.33,1816.29,1809.33,1810.15,0.36774871
144,2022-01-04 00:00:00,1810.15,1815.29,1810.15,1814.28,0.01714553
145,2022-01-04 00:30:00,1810.65,1815.28,1810.6,1810.61,0.0331
146,2022-01-04 01:00:00,1810.61,1816.5,1810.6,1816.5,0.30599122
147,2022-01-04 01:30:00,1810.61,1810.61,1808.3,1808.3,0.4165
148,2022-01-04 02:00:00,1808.28,1813.73,1808.28,1813.73,0.02399706
149,2022-01-04 02:30:00,1808.39,1813.73,1806.2,1806.2,0.96685134
150,2022-01-04 03:00:00,1806.0,1811.9,1806.0,1811.9,0.00114638
151,2022-01-04 03:30:00,1806.76,1812.0,1806.76,1812.0,0.0677
152,2022-01-04 04:00:00,1813.73,1816.0,1807.53,1815.92,0.57799892
153,2022-01-04 04:30:00,1810.14,1816.0,1810.13,1815.57,0.01555414
154,2022-01-04 05:00:00,1808.33,1815.57,1808.33,1815.57,0.00084528
155,2022-01-04 05:30:00,1808.34,1821.0,1808.34,1812.61,1.24840983
156,2022-01-04 06:00:00,1819.23,1819.23,1812.6,1819.2,0.02744031
157,2022-01-04 06:30:00,1812.6,1822.34,1812.6,1812.6,2.13377245
158,2022-01-04 07:00:00,1812.51,1817.26,1812.0,1817.26,0.21954477
159,2022-01-04 07:30:00,1817.29,1817.29,1812.0,1812.0,0.025
160,2022-01-04 08:00:00,1818.25,1818.3,1810.01,1815.56,2.0636
161,2022-01-04 08:30:00,1810.01,1815.56,1805.99,1815.0,3.49482647
162,2022-01-04 09:00:00,1809.03,1814.97,1805.71,1805.71,0.71024546
163,2022-01-04 09:30:00,1811.88,1811.9,1805.67,1811.9,0.47139776
164,2022-01-04 10:00:00,1811.9,1811.91,1804.35,1811.91,0.66240037
165,2022-01-04 10:30:00,1811.91,1812.5,1808.7,1812.49,0.39613417
166,2022-01-04 11:00:00,1812.49,1812.5,1807.53,1812.24,0.0232462
167,2022-01-04 11:30:00,1812.49,1812.5,1804.35,1810.09,0.22770487
168,2022-01-04 12:00:00,1811.9,1811.9,1811.88,1811.88,0.01178452
