Date,Open,High,Low,Close,Volume,body,signal
2024-06-02 06:00:00,2339.44,2341.68,2338.75,2338.75,0.4062,0.6900000000000546,0
2024-06-02 06:15:00,2340.14,2340.14,2339.88,2339.88,0.0065,0.25999999999976353,0
2024-06-02 06:30:00,2340.26,2342.44,2338.41,2338.41,0.5914,1.8500000000003638,0
2024-06-02 06:45:00,2337.54,2337.54,2337.54,2337.54,0.0166,0.0,1
2024-06-02 07:00:00,2337.6,2339.75,2332.97,2332.97,0.9515,4.630000000000109,0
2024-06-02 07:15:00,2333.26,2333.67,2332.75,2332.75,0.0901,0.5100000000002183,0
2024-06-02 07:30:00,2333.47,2334.6,2332.26,2334.6,0.0127,1.1300000000001091,1
2024-06-02 07:45:00,2334.6,2334.6,2334.6,2334.6,0.0,0.0,1
2024-06-02 08:00:00,2331.92,2335.57,2331.62,2335.3,0.0488,3.380000000000109,1
2024-06-02 08:15:00,2331.51,2331.51,2331.51,2331.51,0.0004,0.0,1
2024-06-02 08:30:00,2331.51,2339.97,2331.51,2336.58,0.8628,5.069999999999709,1
2024-06-02 08:45:00,2340.22,2340.22,2339.94,2339.94,0.0082,0.27999999999974534,0
2024-06-02 09:00:00,2340.87,2342.5,2338.43,2338.43,0.3346,2.4400000000000546,0
2024-06-02 09:15:00,2342.39,2342.39,2341.21,2341.21,0.1011,1.1799999999998363,0
2024-06-02 09:30:00,2341.99,2342.17,2338.25,2338.25,0.0375,3.7399999999997817,0
2024-06-02 09:45:00,2342.03,2342.03,2336.32,2337.59,0.1118,4.440000000000055,0
2024-06-02 10:00:00,2334.63,2338.18,2333.28,2333.62,0.226,1.0100000000002183,0
2024-06-02 10:15:00,2338.64,2339.26,2336.44,2338.27,0.0025,0.36999999999989086,0
2024-06-02 10:30:00,2340.65,2340.65,2335.54,2338.41,0.0133,2.2400000000002365,0
2024-06-02 10:45:00,2336.26,2340.22,2335.38,2336.25,0.0095,0.010000000000218279,0
2024-06-02 11:00:00,2336.28,2337.88,2336.28,2337.88,0.004,1.599999999999909,1
2024-06-02 11:15:00,2339.88,2342.28,2337.43,2337.58,0.6046,2.300000000000182,0
2024-06-02 11:30:00,2338.03,2340.02,2337.13,2340.02,0.0774,1.9899999999997817,1
2024-06-02 11:45:00,2340.71,2342.5,2340.71,2342.41,0.1,1.699999999999818,1
2024-06-02 12:00:00,2341.09,2341.09,2339.21,2339.21,0.0909,1.8800000000001091,0
2024-06-02 12:15:00,2339.21,2339.21,2339.21,2339.21,0.0,0.0,1
2024-06-02 12:30:00,2339.99,2340.0,2339.99,2339.99,0.1193,0.0,1
2024-06-02 12:45:00,2339.99,2339.99,2337.94,2337.94,0.2271,2.049999999999727,0
2024-06-02 13:00:00,2337.75,2337.75,2337.61,2337.61,0.0055,0.13999999999987267,0
2024-06-02 13:15:00,2336.02,2339.76,2335.35,2338.26,0.404,2.2400000000002365,1
2024-06-02 13:30:00,2334.99,2335.28,2334.55,2334.55,0.0457,0.4399999999995998,0
2024-06-02 13:45:00,2337.77,2337.77,2337.77,2337.77,0.0001,0.0,1
2024-06-02 14:00:00,2337.68,2339.66,2335.67,2339.66,0.0048,1.9800000000000182,1
2024-06-02 14:15:00,2338.36,2344.21,2334.25,2341.99,1.2687,3.6299999999996544,1
2024-06-02 14:30:00,2341.14,2344.34,2340.63,2340.63,0.0577,0.5099999999997635,0
2024-06-02 14:45:00,2341.02,2343.3,2341.02,2342.0,0.136,0.9800000000000182,1
2024-06-02 15:00:00,2337.87,2342.31,2337.87,2342.31,0.0036,4.440000000000055,1
2024-06-02 15:15:00,2343.86,2344.84,2340.66,2344.84,0.0016,0.9800000000000182,1
2024-06-02 15:30:00,2342.47,2344.46,2340.65,2344.46,0.0926,1.9900000000002365,1
2024-06-02 15:45:00,2344.07,2345.99,2338.37,2345.99,0.9875,1.919999999999618,1
2024-06-02 16:00:00,2345.99,2346.74,2344.18,2344.18,0.11,1.8099999999999454,0
2024-06-02 16:15:00,2344.38,2344.38,2339.51,2339.51,0.3406,4.869999999999891,0
2024-06-02 16:30:00,2339.51,2339.51,2339.51,2339.51,0.0,0.0,1
2024-06-02 16:45:00,2340.52,2340.52,2340.52,2340.52,0.0003,0.0,1
2024-06-02 17:00:00,2342.4,2344.99,2342.03,2343.67,0.0516,1.2699999999999818,1
2024-06-02 17:15:00,2347.04,2347.04,2338.93,2339.27,0.0091,7.769999999999982,0
2024-06-02 17:30:00,2339.15,2342.35,2339.15,2342.17,0.024,3.019999999999982,1
2024-06-02 17:45:00,2340.31,2343.04,2338.52,2342.32,0.0284,2.0100000000002183,1
2024-06-02 18:00:00,2338.51,2343.03,2338.26,2339.25,0.0924,0.7399999999997817,1
2024-06-02 18:15:00,2339.26,2339.26,2337.71,2337.71,0.0068,1.550000000000182,0
2024-06-02 18:30:00,2337.71,2342.09,2337.71,2337.71,0.0861,0.0,1
2024-06-02 18:45:00,2337.74,2338.27,2337.6,2337.6,0.1982,0.13999999999987267,0
2024-06-02 19:00:00,2339.73,2341.18,2337.07,2337.07,0.2523,2.6599999999998545,0
2024-06-02 19:15:00,2337.22,2340.01,2337.22,2340.01,0.0554,2.7900000000004184,1
2024-06-02 19:30:00,2340.03,2340.03,2337.01,2337.23,0.0048,2.800000000000182,0
2024-06-02 19:45:00,2337.01,2339.91,2337.01,2337.1,0.0402,0.08999999999969077,1
2024-06-02 20:00:00,2339.83,2340.13,2339.65,2340.13,0.0116,0.3000000000001819,1
2024-06-02 20:15:00,2338.77,2341.88,2338.77,2341.88,0.0125,3.1100000000001273,1
2024-06-02 20:30:00,2341.57,2342.56,2338.86,2341.29,0.0117,0.2800000000002001,0
2024-06-02 20:45:00,2341.57,2344.42,2341.16,2344.12,0.0386,2.549999999999727,1
2024-06-02 21:00:00,2344.42,2344.43,2343.62,2343.62,0.0413,0.8000000000001819,0
2024-06-02 21:15:00,2343.4,2345.67,2343.4,2345.67,0.0278,2.269999999999982,1
2024-06-02 21:30:00,2343.89,2344.49,2339.69,2339.69,0.0148,4.199999999999818,0
2024-06-02 21:45:00,2344.2,2345.43,2343.03,2343.03,0.0423,1.169999999999618,0
2024-06-02 22:00:00,2337.73,2341.82,2337.73,2340.44,0.1083,2.7100000000000364,1
2024-06-02 22:15:00,2341.26,2341.26,2336.29,2336.29,0.0384,4.970000000000255,0
2024-06-02 22:30:00,2337.64,2338.42,2333.67,2337.96,0.4178,0.3200000000001637,1
2024-06-02 22:45:00,2333.78,2341.24,2333.78,2341.24,0.0017,7.459999999999582,1
2024-06-02 23:00:00,2340.27,2340.77,2340.27,2340.58,0.0019,0.30999999999994543,1
2024-06-02 23:15:00,2344.54,2344.54,2333.6,2333.6,0.0855,10.940000000000055,0
2024-06-02 23:30:00,2333.6,2336.79,2333.6,2336.79,0.0586,3.1900000000000546,1
2024-06-02 23:45:00,2333.93,2333.93,2333.93,2333.93,0.0001,0.0,1
2024-06-03 00:00:00,2333.9,2336.41,2333.9,2335.85,0.0526,1.949999999999818,1
2024-06-03 00:15:00,2334.9,2334.9,2334.9,2334.9,0.0008,0.0,1
2024-06-03 00:30:00,2333.59,2333.59,2333.59,2333.59,0.0002,0.0,1
2024-06-03 00:45:00,2334.07,2334.07,2333.59,2333.6,0.0612,0.47000000000025466,0
2024-06-03 01:00:00,2333.59,2339.23,2333.59,2338.87,0.6604,5.279999999999745,1
2024-06-03 01:15:00,2339.65,2341.12,2336.67,2336.67,0.0047,2.980000000000018,0
2024-06-03 01:30:00,2339.38,2340.39,2339.38,2340.39,0.0075,1.0099999999997635,1
2024-06-03 01:45:00,2340.36,2341.72,2340.36,2341.71,0.0224,1.349999999999909,1
2024-06-03 02:00:00,2343.04,2343.06,2339.67,2343.05,0.3022,0.010000000000218279,1
2024-06-03 02:15:00,2342.79,2343.82,2342.79,2343.82,0.1128,1.0300000000002,1
2024-06-03 02:30:00,2341.89,2341.89,2341.89,2341.89,0.002,0.0,1
2024-06-03 02:45:00,2341.89,2341.89,2341.89,2341.89,0.0,0.0,1
2024-06-03 03:00:00,2340.22,2340.23,2336.58,2336.58,0.0098,3.6399999999998727,0
2024-06-03 03:15:00,2336.62,2336.62,2336.62,2336.62,0.0044,0.0,1
2024-06-03 03:30:00,2336.63,2338.68,2335.58,2335.58,0.7511,1.050000000000182,0
2024-06-03 03:45:00,2337.97,2337.97,2334.58,2334.58,0.8107,3.3899999999998727,0
2024-06-03 04:00:00,2334.58,2334.58,2334.58,2334.58,0.0029,0.0,1
2024-06-03 04:15:00,2334.58,2334.58,2334.58,2334.58,0.094,0.0,1
2024-06-03 04:30:00,2337.9,2337.9,2334.73,2334.73,0.0023,3.1700000000000728,0
2024-06-03 04:45:00,2336.22,2347.2,2336.22,2342.25,1.6697,6.0300000000002,1
2024-06-03 05:00:00,2338.66,2338.66,2335.04,2335.19,0.0531,3.4699999999998,0
2024-06-03 05:15:00,2335.04,2337.1,2334.59,2337.1,0.0602,2.0599999999999454,1
2024-06-03 05:30:00,2337.3,2337.41,2336.47,2336.63,0.0361,0.6700000000000728,0
2024-06-03 05:45:00,2336.12,2336.24,2333.58,2333.58,0.9953,2.5399999999999636,0
2024-06-03 06:00:00,2332.58,2332.58,2330.59,2330.61,0.4105,1.9699999999998,0
2024-06-03 06:15:00,2331.63,2332.71,2330.6,2332.24,0.0472,0.6099999999996726,1
2024-06-03 06:30:00,2336.2,2336.2,2332.12,2332.24,0.0038,3.9600000000000364,0
2024-06-03 06:45:00,2331.99,2334.23,2331.5,2334.23,0.0013,2.2400000000002365,1
2024-06-03 07:00:00,2332.73,2332.73,2330.75,2330.75,0.0096,1.9800000000000182,0
2024-06-03 07:15:00,2330.7,2330.7,2330.7,2330.7,0.0021,0.0,1
2024-06-03 07:30:00,2330.65,2330.65,2330.6,2330.6,0.0206,0.0500000000001819,0
2024-06-03 07:45:00,2335.21,2335.21,2335.21,2335.21,0.0002,0.0,1
2024-06-03 08:00:00,2333.92,2335.17,2330.59,2335.17,0.2289,1.25,1
2024-06-03 08:15:00,2333.06,2337.58,2333.02,2334.07,0.0412,1.0100000000002183,1
2024-06-03 08:30:00,2335.63,2335.63,2335.22,2335.22,0.0321,0.41000000000030923,0
2024-06-03 08:45:00,2334.07,2334.78,2334.07,2334.07,0.0097,0.0,1
2024-06-03 09:00:00,2334.07,2334.07,2330.59,2330.59,0.0058,3.480000000000018,0
2024-06-03 09:15:00,2331.52,2335.15,2331.51,2331.51,0.0083,0.009999999999763531,0
2024-06-03 09:30:00,2331.51,2331.51,2331.51,2331.51,0.0,0.0,1
2024-06-03 09:45:00,2335.55,2335.55,2332.2,2335.4,0.0094,0.15000000000009095,0
2024-06-03 10:00:00,2335.15,2335.15,2330.74,2334.07,0.0869,1.0799999999999272,0
2024-06-03 10:15:00,2334.42,2334.42,2330.89,2330.93,0.0647,3.4900000000002365,0
2024-06-03 10:30:00,2334.7,2334.7,2330.95,2330.95,0.0083,3.75,0
2024-06-03 10:45:00,2334.92,2334.92,2331.27,2331.27,0.123,3.650000000000091,0
2024-06-03 11:00:00,2336.26,2336.26,2331.29,2331.39,0.0092,4.870000000000346,0
2024-06-03 11:15:00,2332.64,2335.8,2332.64,2335.8,0.0173,3.1600000000003092,1
2024-06-03 11:30:00,2335.79,2335.79,2334.72,2334.72,0.0035,1.0700000000001637,0
2024-06-03 11:45:00,2336.67,2336.67,2332.46,2335.6,0.1927,1.0700000000001637,0
2024-06-03 12:00:00,2333.75,2335.6,2332.72,2332.72,0.0825,1.0300000000002,0
2024-06-03 12:15:00,2335.58,2335.6,2333.77,2334.44,0.1178,1.1399999999998727,0
2024-06-03 12:30:00,2335.6,2340.02,2333.58,2340.02,0.5346,4.420000000000073,1
2024-06-03 12:45:00,2340.01,2340.57,2338.8,2340.57,0.4066,0.5599999999999454,1
2024-06-03 13:00:00,2336.95,2341.59,2336.95,2338.65,0.0049,1.7000000000002728,1
2024-06-03 13:15:00,2341.74,2341.74,2341.74,2341.74,0.0019,0.0,1
2024-06-03 13:30:00,2341.75,2343.07,2337.81,2343.06,0.1455,1.3099999999999454,1
2024-06-03 13:45:00,2342.59,2347.46,2336.53,2341.9,2.4062,0.6900000000000546,0
2024-06-03 14:00:00,2338.2,2342.87,2336.96,2342.87,0.0772,4.670000000000073,1
2024-06-03 14:15:00,2336.85,2339.06,2336.2,2337.66,0.3,0.8099999999999454,1
2024-06-03 14:30:00,2337.73,2341.87,2335.74,2336.8,0.0789,0.9299999999998363,0
2024-06-03 14:45:00,2342.44,2342.44,2332.28,2333.32,1.6902,9.11999999999989,0
2024-06-03 15:00:00,2335.45,2340.98,2335.45,2340.98,0.1249,5.5300000000002,1
2024-06-03 15:15:00,2340.99,2340.99,2336.26,2336.26,0.0671,4.729999999999563,0
2024-06-03 15:30:00,2337.63,2341.81,2337.63,2338.89,0.0197,1.2599999999997635,1
2024-06-03 15:45:00,2336.82,2345.17,2336.82,2343.08,0.3985,6.2599999999997635,1
2024-06-03 16:00:00,2345.17,2345.17,2339.91,2339.91,0.1056,5.260000000000218,0
2024-06-03 16:15:00,2342.57,2342.81,2342.34,2342.81,0.0294,0.23999999999978172,1
2024-06-03 16:30:00,2343.17,2343.17,2341.42,2341.42,0.0667,1.75,0
2024-06-03 16:45:00,2341.3,2343.9,2341.3,2343.9,0.0083,2.599999999999909,1
2024-06-03 17:00:00,2341.69,2341.87,2341.67,2341.83,0.0497,0.13999999999987267,1
2024-06-03 17:15:00,2345.56,2345.58,2345.56,2345.58,0.0051,0.01999999999998181,1
2024-06-03 17:30:00,2346.51,2346.74,2346.51,2346.74,0.0074,0.22999999999956344,1
2024-06-03 17:45:00,2345.88,2345.88,2343.62,2345.88,0.1357,0.0,1
2024-06-03 18:00:00,2345.87,2349.86,2343.64,2343.64,0.2477,2.230000000000018,0
2024-06-03 18:15:00,2348.87,2351.24,2347.88,2347.89,0.6202,0.9800000000000182,0
2024-06-03 18:30:00,2347.88,2347.88,2345.88,2345.88,0.06,2.0,0
2024-06-03 18:45:00,2345.89,2346.81,2345.89,2346.48,0.0018,0.5900000000001455,1
2024-06-03 19:00:00,2346.12,2350.96,2346.12,2348.12,0.0328,2.0,1
2024-06-03 19:15:00,2348.07,2351.72,2347.91,2347.91,0.0319,0.16000000000030923,0
2024-06-03 19:30:00,2351.22,2351.22,2347.92,2347.92,0.0275,3.299999999999727,0
2024-06-03 19:45:00,2349.94,2349.94,2349.94,2349.94,0.0287,0.0,1
2024-06-03 20:00:00,2352.0,2352.07,2344.25,2345.99,0.3502,6.010000000000218,0
2024-06-03 20:15:00,2349.37,2349.37,2349.2,2349.37,0.0329,0.0,1
2024-06-03 20:30:00,2349.2,2350.12,2349.2,2350.11,0.045,0.9100000000003092,1
2024-06-03 20:45:00,2350.11,2350.12,2348.93,2348.93,0.0482,1.180000000000291,0
2024-06-03 21:00:00,2349.88,2350.12,2348.93,2350.12,0.0228,0.23999999999978172,1
2024-06-03 21:15:00,2348.93,2350.12,2346.27,2350.1,0.2278,1.1700000000000728,1
2024-06-03 21:30:00,2350.11,2350.12,2348.4,2348.4,0.2489,1.7100000000000364,0
2024-06-03 21:45:00,2349.94,2350.0,2347.23,2347.23,0.5646,2.7100000000000364,0
2024-06-03 22:00:00,2347.0,2349.79,2344.31,2344.32,0.7786,2.6799999999998363,0
2024-06-03 22:15:00,2346.04,2350.12,2346.04,2347.67,0.1071,1.6300000000001091,1
2024-06-03 22:30:00,2346.06,2346.06,2346.06,2346.06,0.0004,0.0,1
2024-06-03 22:45:00,2349.44,2349.87,2346.27,2346.27,0.0618,3.1700000000000728,0
2024-06-03 23:00:00,2349.6,2349.6,2344.05,2344.4,0.5002,5.199999999999818,0
2024-06-03 23:15:00,2346.93,2349.53,2345.25,2347.21,0.4747,0.2800000000002001,1
2024-06-03 23:30:00,2348.3,2348.3,2348.29,2348.29,0.0322,0.010000000000218279,0
2024-06-03 23:45:00,2346.83,2347.09,2344.05,2344.05,0.2481,2.7799999999997453,0
2024-06-04 00:00:00,2346.0,2347.08,2343.46,2344.8,0.3707,1.199999999999818,0
2024-06-04 00:15:00,2347.28,2347.28,2344.8,2344.8,0.0099,2.480000000000018,0
2024-06-04 00:30:00,2344.8,2344.8,2344.8,2344.8,0.0,0.0,1
2024-06-04 00:45:00,2348.87,2348.87,2348.74,2348.74,0.0016,0.13000000000010914,0
2024-06-04 01:00:00,2346.0,2346.96,2346.0,2346.96,0.1655,0.9600000000000364,1
2024-06-04 01:15:00,2348.99,2348.99,2348.65,2348.65,0.0177,0.33999999999969077,0
2024-06-04 01:30:00,2348.02,2348.02,2348.02,2348.02,0.0065,0.0,1
