Date,Open,High,Low,Close,Volume,body,signal
2024-06-01 00:00:00,2333.96,2334.11,2333.96,2334.11,0.004,0.15000000000009095,1
2024-06-01 00:15:00,2331.62,2332.13,2331.62,2332.13,0.0123,0.5100000000002183,1
2024-06-01 00:30:00,2331.61,2331.61,2331.61,2331.61,0.0003,0.0,1
2024-06-01 00:45:00,2331.61,2331.61,2331.61,2331.61,0.0,0.0,1
2024-06-01 01:00:00,2331.61,2331.61,2331.61,2331.61,0.0,0.0,1
2024-06-01 01:15:00,2331.31,2331.31,2331.31,2331.31,0.0181,0.0,1
2024-06-01 01:30:00,2334.62,2334.62,2334.62,2334.62,0.0019,0.0,1
2024-06-01 01:45:00,2331.3,2331.3,2331.3,2331.3,0.0042,0.0,1
2024-06-01 02:00:00,2333.4,2333.4,2333.06,2333.06,0.0004,0.3400000000001455,0
2024-06-01 02:15:00,2333.37,2333.37,2333.37,2333.37,0.0001,0.0,1
2024-06-01 02:30:00,2333.37,2333.37,2333.37,2333.37,0.0,0.0,1
2024-06-01 02:45:00,2333.37,2333.37,2333.37,2333.37,0.0,0.0,1
2024-06-01 03:00:00,2331.53,2331.53,2331.52,2331.52,0.0018,0.010000000000218279,0
2024-06-01 03:15:00,2331.6,2334.62,2331.6,2331.69,0.0049,0.09000000000014552,1
2024-06-01 03:30:00,2331.75,2331.75,2331.75,2331.75,0.0006,0.0,1
2024-06-01 03:45:00,2334.94,2334.94,2334.94,2334.94,0.0008,0.0,1
2024-06-01 04:00:00,2334.94,2334.94,2334.94,2334.94,0.0,0.0,1
2024-06-01 04:15:00,2335.02,2335.02,2335.02,2335.02,0.0026,0.0,1
2024-06-01 04:30:00,2335.02,2335.02,2335.02,2335.02,0.0,0.0,1
2024-06-01 04:45:00,2335.32,2335.32,2335.32,2335.32,0.0177,0.0,1
2024-06-01 05:00:00,2332.37,2332.39,2332.37,2332.39,0.0038,0.01999999999998181,1
2024-06-01 05:15:00,2334.67,2334.67,2334.21,2334.21,0.0263,0.4600000000000364,0
2024-06-01 05:30:00,2334.21,2334.21,2334.21,2334.21,0.0,0.0,1
2024-06-01 05:45:00,2336.33,2336.33,2336.33,2336.33,0.0001,0.0,1
2024-06-01 06:00:00,2335.82,2335.82,2332.99,2332.99,0.0277,2.830000000000382,0
2024-06-01 06:15:00,2333.12,2333.12,2333.12,2333.12,0.0002,0.0,1
2024-06-01 06:30:00,2333.12,2333.12,2333.12,2333.12,0.0,0.0,1
2024-06-01 06:45:00,2334.28,2334.3,2331.9,2334.3,0.019,0.01999999999998181,1
2024-06-01 07:00:00,2332.04,2332.04,2332.04,2332.04,0.0276,0.0,1
2024-06-01 07:15:00,2332.9,2334.97,2332.9,2334.97,0.0245,2.069999999999709,1
2024-06-01 07:30:00,2334.59,2337.23,2333.52,2333.85,0.49,0.7400000000002365,0
2024-06-01 07:45:00,2333.85,2333.85,2333.85,2333.85,0.0,0.0,1
2024-06-01 08:00:00,2335.24,2335.24,2335.24,2335.24,0.0014,0.0,1
2024-06-01 08:15:00,2334.71,2334.71,2334.71,2334.71,0.0002,0.0,1
2024-06-01 08:30:00,2333.98,2333.98,2333.98,2333.98,0.0224,0.0,1
2024-06-01 08:45:00,2337.96,2337.96,2333.84,2333.84,0.0044,4.119999999999891,0
2024-06-01 09:00:00,2337.43,2337.43,2332.88,2332.88,0.0803,4.549999999999727,0
2024-06-01 09:15:00,2334.05,2336.72,2333.12,2333.12,0.0109,0.930000000000291,0
2024-06-01 09:30:00,2333.37,2333.6,2333.37,2333.6,0.0054,0.2300000000000182,1
2024-06-01 09:45:00,2332.74,2333.6,2332.74,2333.6,0.0085,0.8600000000001273,1
2024-06-01 10:00:00,2333.6,2333.6,2332.65,2333.6,0.0117,0.0,1
2024-06-01 10:15:00,2333.09,2333.58,2331.41,2332.17,0.0102,0.9200000000000728,0
2024-06-01 10:30:00,2332.17,2332.17,2332.17,2332.17,0.0,0.0,1
2024-06-01 10:45:00,2332.93,2332.93,2332.93,2332.93,0.0025,0.0,1
2024-06-01 11:00:00,2332.88,2332.94,2332.88,2332.94,0.1088,0.05999999999994543,1
2024-06-01 11:15:00,2333.22,2333.41,2333.2,2333.2,0.2032,0.01999999999998181,0
2024-06-01 11:30:00,2333.21,2334.21,2333.21,2334.21,0.048,1.0,1
2024-06-01 11:45:00,2337.21,2337.21,2333.47,2333.47,0.0039,3.7400000000002365,0
2024-06-01 12:00:00,2337.85,2337.86,2333.39,2333.39,0.1299,4.460000000000036,0
2024-06-01 12:15:00,2333.39,2336.72,2333.39,2336.72,0.0199,3.3299999999999272,1
2024-06-01 12:30:00,2335.88,2336.98,2335.82,2336.98,0.0496,1.099999999999909,1
2024-06-01 12:45:00,2333.07,2336.87,2333.07,2336.87,0.0104,3.799999999999727,1
2024-06-01 13:00:00,2336.59,2337.23,2333.01,2333.01,0.0615,3.5799999999999272,0
2024-06-01 13:15:00,2333.11,2333.11,2331.8,2331.8,0.143,1.3099999999999454,0
2024-06-01 13:30:00,2331.8,2333.1,2331.71,2331.71,0.0036,0.09000000000014552,0
2024-06-01 13:45:00,2331.7,2333.11,2331.7,2333.11,0.0051,1.4100000000003092,1
2024-06-01 14:00:00,2331.75,2333.11,2331.75,2333.11,0.0325,1.3600000000001273,1
2024-06-01 14:15:00,2331.39,2333.11,2331.39,2333.11,0.0198,1.7200000000002547,1
2024-06-01 14:30:00,2333.11,2333.11,2333.1,2333.11,0.0059,0.0,1
2024-06-01 14:45:00,2333.11,2333.11,2332.89,2332.89,0.0058,0.22000000000025466,0
2024-06-01 15:00:00,2332.88,2333.11,2332.88,2333.11,0.0045,0.2300000000000182,1
2024-06-01 15:15:00,2333.11,2333.11,2333.11,2333.11,0.0046,0.0,1
2024-06-01 15:30:00,2333.11,2338.29,2333.11,2333.71,0.0665,0.599999999999909,1
2024-06-01 15:45:00,2333.77,2344.95,2333.77,2343.6,0.5269,9.829999999999927,1
2024-06-01 16:00:00,2343.6,2343.6,2336.4,2336.4,0.8018,7.199999999999818,0
2024-06-01 16:15:00,2338.32,2338.32,2338.32,2338.32,0.0007,0.0,1
2024-06-01 16:30:00,2340.94,2340.94,2340.94,2340.94,0.0004,0.0,1
2024-06-01 16:45:00,2340.94,2340.94,2340.94,2340.94,0.0004,0.0,1
2024-06-01 17:00:00,2340.93,2344.67,2340.93,2344.42,0.0591,3.4900000000002365,1
2024-06-01 17:15:00,2344.35,2344.35,2342.19,2342.19,0.0034,2.1599999999998545,0
2024-06-01 17:30:00,2342.19,2342.19,2342.19,2342.19,0.0,0.0,1
2024-06-01 17:45:00,2341.97,2345.56,2339.41,2339.41,0.1177,2.5599999999999454,0
2024-06-01 18:00:00,2339.4,2339.41,2333.54,2339.41,1.2201,0.009999999999763531,1
2024-06-01 18:15:00,2338.3,2339.39,2338.3,2339.25,0.0063,0.9499999999998181,1
2024-06-01 18:30:00,2339.33,2339.33,2339.33,2339.33,0.001,0.0,1
2024-06-01 18:45:00,2339.41,2339.41,2339.26,2339.26,0.4876,0.1499999999996362,0
2024-06-01 19:00:00,2336.4,2336.4,2334.05,2334.05,0.3055,2.349999999999909,0
2024-06-01 19:15:00,2340.52,2340.52,2340.04,2340.04,0.0386,0.4800000000000182,0
2024-06-01 19:30:00,2336.2,2339.77,2335.56,2336.41,0.0825,0.21000000000003638,1
2024-06-01 19:45:00,2343.59,2343.9,2341.4,2341.4,0.1953,2.1900000000000546,0
2024-06-01 20:00:00,2342.03,2342.03,2340.55,2341.11,0.1786,0.9200000000000728,0
2024-06-01 20:15:00,2340.12,2342.55,2339.25,2342.38,0.3514,2.2600000000002183,1
2024-06-01 20:30:00,2342.92,2344.05,2339.47,2344.05,0.0406,1.1300000000001091,1
2024-06-01 20:45:00,2344.36,2344.36,2341.07,2341.07,0.0302,3.2899999999999636,0
2024-06-01 21:00:00,2342.4,2342.4,2338.09,2338.09,0.0138,4.309999999999945,0
2024-06-01 21:15:00,2341.7,2341.96,2341.7,2341.96,0.0145,0.2600000000002183,1
2024-06-01 21:30:00,2342.04,2343.93,2339.48,2341.99,0.0703,0.0500000000001819,0
2024-06-01 21:45:00,2343.86,2343.97,2339.56,2341.84,0.015,2.019999999999982,0
2024-06-01 22:00:00,2344.96,2344.96,2344.96,2344.96,0.0007,0.0,1
2024-06-01 22:15:00,2344.96,2344.96,2344.96,2344.96,0.0004,0.0,1
2024-06-01 22:30:00,2343.52,2345.77,2343.52,2345.75,0.1312,2.230000000000018,1
2024-06-01 22:45:00,2345.75,2345.75,2345.75,2345.75,0.0,0.0,1
2024-06-01 23:00:00,2345.75,2345.75,2345.75,2345.75,0.0,0.0,1
2024-06-01 23:15:00,2343.47,2343.47,2340.16,2340.16,0.0046,3.3099999999999454,0
2024-06-01 23:30:00,2344.91,2344.91,2340.35,2340.35,0.0011,4.559999999999945,0
2024-06-01 23:45:00,2343.36,2343.44,2343.36,2343.44,0.0084,0.07999999999992724,1
2024-06-02 00:00:00,2343.44,2343.44,2343.44,2343.44,0.0,0.0,1
2024-06-02 00:15:00,2341.91,2341.91,2341.91,2341.91,0.0013,0.0,1
2024-06-02 00:30:00,2340.25,2340.25,2340.25,2340.25,0.0004,0.0,1
2024-06-02 00:45:00,2340.25,2340.25,2340.25,2340.25,0.0,0.0,1
2024-06-02 01:00:00,2344.99,2344.99,2344.99,2344.99,0.0016,0.0,1
2024-06-02 01:15:00,2342.8,2342.8,2342.8,2342.8,0.0004,0.0,1
2024-06-02 01:30:00,2343.38,2344.95,2341.25,2344.95,0.0631,1.569999999999709,1
2024-06-02 01:45:00,2344.95,2344.95,2344.95,2344.95,0.0,0.0,1
2024-06-02 02:00:00,2339.75,2339.75,2339.75,2339.75,0.0021,0.0,1
2024-06-02 02:15:00,2339.77,2339.77,2339.15,2339.15,0.1023,0.6199999999998909,0
2024-06-02 02:30:00,2343.26,2343.26,2343.26,2343.26,0.0073,0.0,1
2024-06-02 02:45:00,2341.78,2341.78,2341.78,2341.78,0.0009,0.0,1
2024-06-02 03:00:00,2338.88,2341.33,2338.88,2341.33,0.0014,2.449999999999818,1
2024-06-02 03:15:00,2341.74,2341.74,2337.26,2337.26,0.0392,4.479999999999563,0
2024-06-02 03:30:00,2337.26,2337.26,2337.26,2337.26,0.0,0.0,1
2024-06-02 03:45:00,2341.84,2341.84,2341.84,2341.84,0.0194,0.0,1
2024-06-02 04:00:00,2337.29,2337.52,2337.25,2337.25,0.0017,0.03999999999996362,0
2024-06-02 04:15:00,2337.25,2337.25,2337.25,2337.25,0.0,0.0,1
2024-06-02 04:30:00,2338.68,2342.61,2338.68,2342.61,0.0011,3.930000000000291,1
2024-06-02 04:45:00,2342.65,2342.65,2338.45,2338.45,0.0029,4.200000000000273,0
2024-06-02 05:00:00,2338.81,2342.59,2338.81,2342.59,0.0017,3.7800000000002,1
2024-06-02 05:15:00,2341.12,2341.12,2335.65,2335.65,0.0106,5.4699999999998,0
2024-06-02 05:30:00,2337.2,2339.58,2337.2,2338.79,0.0024,1.5900000000001455,1
2024-06-02 05:45:00,2336.66,2339.14,2335.05,2335.05,0.0796,1.6099999999996726,0
